r_fighter,b_fighter,r_win,b_win,wei_class,method,round,time,t_format,ref,details,r_kd,b_kd,r_sigstr,b_sigstr,r_totstr,b_totstr,r_td,b_td,r_sub,b_sub,r_rev,b_rev,r_ctrl,b_ctrl,r_hstr,b_hstr,r_bstr,b_bstr,r_lstr,b_lstr,r_dis,b_dis,r_cli,b_cli,r_gro,b_gro
Mounir Lazzez,Ange Loosa,1,0,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,,0,0,0.54,0.41,0.54,0.42,0.0,0.0,0,0,0,0,62,8,0.47,0.24,0.74,0.58,0.95,0.83,0.54,0.41,0.6,0,0,0
Pat Sabatini,TJ Laramie,1,0,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.57,0.48,0.77,0.56,0.6,0.25,0,0,0,1,479,247,0.53,0.39,0.83,0.67,1.0,0.8,0.54,0.5,0.5,0.0,0.59,0.5
Mayra Bueno Silva,Wu Yanan,1,0,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,0,0,0.57,0.28,0.58,0.32,0.0,1.0,2,0,0,0,49,135,0.51,0.22,0.72,0.62,0.67,0.39,0.58,0.26,0.75,1.0,0.36,0.45
Miguel Baeza,Andre Fialho,0,1,Welterweight Bout,KO/TKO,1,4:39,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,0,1,0.41,0.57,0.41,0.57,0.0,0.0,0,0,0,0,0,3,0.31,0.46,1.0,0.71,0.83,1.0,0.41,0.51,0,1.0,0,1.0
Caio Borralho,Gadzhi Omargadzhiev,1,0,Middleweight Bout,Decision - Unanimous,3,3:56,3 Rnd (5-5-5),Dan Miragliotta,,0,0,0.63,0.32,0.73,0.68,1.0,0.5,0,0,1,0,611,22,0.66,0.21,0.4,0.62,1.0,0.5,0.42,0.24,1.0,1.0,0.86,1.0
Vicente Luque,Belal Muhammad,0,1,Welterweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,0,0,0.46,0.39,0.5,0.52,0.0,0.5,0,0,0,0,33,449,0.38,0.36,0.35,0.62,0.92,1.0,0.45,0.38,0.67,0.6,1.0,1.0
Corey Anderson,Jan Blachowicz,0,1,Light Heavyweight Bout,KO/TKO,1,3:08,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head At Distance,0,1,0.41,0.42,0.41,0.42,0.0,0.0,0,0,0,0,3,2,0.21,0.41,0.75,0.33,1.0,1.0,0.41,0.41,0,0.0,0,1.0
Rogerio Bontorin,Ray Borg,0,1,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.45,0.78,0.69,0.81,0.0,0.52,0,0,0,0,103,683,0.21,0.8,1.0,0.0,1.0,0,0.23,0.29,0.83,0.75,1.0,0.95
Diego Sanchez,Michel Pereira,1,0,Welterweight Bout,DQ,3,3:09,3 Rnd (5-5-5),Jason Herzog,Illegal Knee on Ground,0,1,0.39,0.58,0.43,0.6,0.0,1.0,0,0,0,0,10,49,0.18,0.38,0.59,0.85,0.69,0.83,0.38,0.52,0.5,0.91,1.0,0.8
Rafa Garcia,Jesse Ronson,1,0,Lightweight Bout,Submission,2,4:50,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke,0,0,0.44,0.41,0.58,0.44,0.75,0.0,1,0,0,0,277,2,0.41,0.27,1.0,0.86,1.0,1.0,0.37,0.42,1.0,0.0,0.89,0
Drakkar Klose,Brandon Jenkins,1,0,Lightweight Bout,KO/TKO,2,0:33,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,2,0,0.7,0.47,0.71,0.58,0.66,0.0,0,0,0,0,115,10,0.63,0.17,1.0,0.75,1.0,1.0,0.64,0.41,0.83,1.0,0.55,0
Joe Charles,Kevin Rosier,1,0,Open Weight Bout,Submission,1,0:14,No Time Limit,John McCarthy,Armbar,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Sutton,Jack McGlaughlin,1,0,Open Weight Bout,KO/TKO,1,2:01,1 Rnd (20),John McCarthy,"Punches to Head From Back Control
      Submission to Strikes",,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Bossett,Eldo Xavier Dias,1,0,Open Weight Bout,KO/TKO,1,4:55,No Time Limit,John McCarthy,to,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Macias,He-Man Gipson,1,0,Open Weight Bout,KO/TKO,1,3:06,1 Rnd (20),John McCarthy,"Headbutts to Head From Mount
      Submission to Strikes",,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Charles,Scott Bessac,1,0,Open Weight Bout,Submission,1,4:38,1 Rnd (15),John McCarthy,Armbar,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Miller,Scott Holtzman,0,1,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Robert Romero,,0,0,0.48,0.45,0.5,0.52,0.0,1.0,0,0,0,0,27,297,0.35,0.43,0.87,0.62,0.92,0.67,0.42,0.41,0.79,0.62,1.0,0.67
Marco Ruas,Keith Hackney,1,0,Open Weight Bout,Submission,1,2:39,1 Rnd (15),John McCarthy,Rear Naked Choke,0,0,0.7,0.25,0.73,0.25,0.5,0.0,1,0,0,0,0,0,0.62,0.0,0,0,1.0,0.5,0.67,0.25,0,0,0.71,0
Dan Severn,Paul Varelans,1,0,Open Weight Bout,Submission,1,1:01,1 Rnd (15),John McCarthy,Arm Triangle From Side Control,0,0,0,1.0,0,1.0,1.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0
Mark Hall,Trent Jenkins,1,0,Open Weight Bout,Submission,1,5:29,1 Rnd (15),John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geza Kalman,Dieusel Berto,1,0,Open Weight Bout,KO/TKO,1,5:57,1 Rnd + OT (12-3),Joe Hamilton,Punches to Head At Distance,0,0,0.58,0.6,0.75,0.82,0.0,0.0,1,0,1,0,0,0,0.39,0.6,0.88,0,1.0,0,0.0,0.0,0.82,0.75,1.0,0
David Abbott,Steve Jennum,1,0,Open Weight Bout,Submission,1,1:14,1 Rnd (15),John McCarthy,Neck Crank From Guard,0,0,1.0,0.0,0.6,0.5,1.0,0.0,1,0,0,0,0,0,1.0,0.0,0,0,0,0,1.0,0.0,0,0,0,0
Sam Adkins,Keith Mielke,1,0,Open Weight Bout,KO/TKO,1,0:50,1 Rnd (10),John McCarthy,"Punches to Head On Ground
      Submission to Strikes",,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Ferrozzo,Sam Fulton,1,0,Open Weight Bout,Submission,1,1:45,1 Rnd (15),John McCarthy,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Adkins,Felix Lee Mitchell,1,0,Open Weight Bout,Decision - Unanimous,2,3:00,1 Rnd + OT (12-3),John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Martin,Eric Martin,1,0,Heavyweight Bout,Submission,1,0:14,1 Rnd + OT (12-3),John McCarthy,Heel Hook,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry Bohlander,Rainy Martinez,1,0,Lightweight Bout,Submission,1,1:24,1 Rnd + OT (12-3),John McCarthy,Rear Naked Choke,0,0,0.0,0,0.57,0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
Nick Sanzo,Jackie Lee,1,0,Lightweight Bout,KO/TKO,1,0:48,1 Rnd + OT (12-3),John McCarthy,to,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Nilson,Saeed Hosseini,1,0,Lightweight Bout,KO/TKO,1,1:23,1 Rnd + OT (12-3),Joe Hamilton,Elbows to Head From Back Control,0,0,0.85,0.2,0.87,0.2,0.0,0.0,0,1,0,0,0,0,0.85,0.0,0,0,0,1.0,0.0,0.33,0,0.0,1.0,0
